Date,Product Category,Product Name,Region,Units Sold,Customer Segment,Customer Type,Customer Satisfaction,Marketing Spend (USD),Discount Percentage (%),Competitor Influence,Return Rate (%),AI/ML Adoption Rate (%),Ad Campaign Effectiveness,Customer Retention Rate (%),Product Launch Date,Competitor Product,Market Share (%),Sales Revenue (USD)
2003-06-29,OEM,RTX 3080,Europe,4362.0,Gamers,Individual,2.9,155276.17,6,Medium,0.94,65.0,0.11,53.0,1993-11-13,AMD Radeon RX 7900,45.32,316502757.36
2007-03-18,Data Center,Tesla V100,North America,1916.0,Educational Institutions,Individual,4.8,182922.29,13,Low,1.14,18.0,0.19,75.0,2017-06-06,AMD Radeon RX 7900,40.14,288399741.25
2019-10-19,AI,RTX 3080,APAC,3918.0,Cloud Providers,Business,3.6,192796.12,7,Medium,4.46,44.0,0.16,57.0,2007-03-25,AMD Radeon RX 6800,44.23,7989644900.23
1999-07-11,AI,Tesla V100,APAC,1565.0,AI Researchers,Business,3.1,51019.57,6,Low,1.63,46.0,0.29,86.0,2008-10-12,Google TPU,59.89,283501231.26
2019-07-06,Gaming,Tesla T4,APAC,1305.0,AI Researchers,Individual,2.1,107710.72,5,Low,4.16,88.0,0.19,77.0,1996-11-30,AMD Radeon RX 7900,47.2,5255402340.85
2007-01-09,Gaming,RTX 4090,Europe,2344.0,AI Researchers,Business,3.0,60178.47,14,Low,2.31,24.0,0.25,82.0,2017-08-08,Intel Xeon,64.7,293633516.72
2002-01-24,AI,Tesla T4,Middle East,4168.0,Educational Institutions,Individual,1.6,155936.13,13,Medium,2.96,32.0,0.2,78.0,2002-07-14,Intel Xeon,51.66,301396597.1
2015-08-12,AI,Quadro P2200,Europe,465.0,Gamers,Business,3.7,97287.79,11,Medium,3.93,42.0,0.21,54.0,2013-07-25,AMD Radeon RX 7900,31.53,302987915.31
1998-07-03,Gaming,RTX 4090,South America,2291.0,Gamers,Individual,3.7,56294.61,25,Medium,2.59,18.0,0.19,82.0,2004-09-15,Google TPU,53.54,288265198.21
2021-05-17,OEM,RTX 3080,Africa,1456.0,Educational Institutions,Business,3.5,197175.23,15,High,3.05,53.0,0.18,56.0,2020-03-14,AMD Radeon RX 7900,40.27,41186006920.79
2022-02-15,AI,Quadro P2200,Middle East,794.0,AI Researchers,Individual,4.5,148213.08,23,High,0.39,27.0,0.16,88.0,2014-11-25,AMD Radeon RX 7900,41.95,227168152268.37
2016-12-28,OEM,Tesla V100,South America,1149.0,Gamers,Individual,3.0,145816.81,21,Medium,4.46,61.0,0.24,53.0,2003-06-15,AMD Radeon RX 7900,66.01,319553829.18
2019-08-14,Data Center,RTX 3080,APAC,1256.0,Educational Institutions,Business,4.0,69062.73,3,Low,3.77,15.0,0.13,88.0,2003-01-19,Google TPU,45.96,8291545638.13
2013-09-13,OEM,Tesla V100,Africa,2306.0,Cloud Providers,Business,2.5,77831.1,9,Medium,3.37,86.0,0.24,87.0,1993-10-11,Intel Xeon,50.65,315850777.85
1997-10-19,Data Center,RTX 4090,Africa,597.0,AI Researchers,Business,3.9,86500.6,6,Medium,0.15,30.0,0.17,73.0,2015-11-25,Google TPU,61.97,311458753.45
1999-08-13,Data Center,Quadro P2200,North America,4453.0,Cloud Providers,Business,1.3,176470.41,12,High,3.54,51.0,0.17,70.0,2010-09-01,Google TPU,41.24,280542673.9
1999-04-15,Gaming,Tesla V100,Middle East,2551.0,AI Researchers,Business,4.9,119546.55,15,Medium,3.45,31.0,0.08,83.0,2006-10-30,AMD Radeon RX 7900,67.33,290529505.01
1995-11-08,Gaming,Quadro P2200,APAC,4331.0,Gamers,Individual,1.6,31893.3,7,Medium,3.49,10.0,0.27,84.0,2006-03-31,AMD Radeon RX 6800,59.83,288474769.27
2019-08-21,Data Center,Quadro P2200,North America,3964.0,Educational Institutions,Individual,2.3,64842.9,12,Medium,3.82,38.0,0.27,80.0,2000-01-24,Intel Xeon,55.97,6966961416.26
1996-11-30,Data Center,Quadro P2200,South America,3312.0,AI Researchers,Business,1.8,40955.66,2,Medium,1.02,10.0,0.12,72.0,2006-09-15,AMD Radeon RX 6800,55.96,280164551.98
1999-08-24,Data Center,Tesla V100,North America,1188.0,Cloud Providers,Business,3.6,68533.69,18,Medium,1.94,31.0,0.18,66.0,2019-11-11,AMD Radeon RX 6800,52.53,289832266.76
2024-06-01,Gaming,Tesla T4,Europe,4859.0,Cloud Providers,Individual,4.9,51448.04,3,High,3.2,12.0,0.26,70.0,2014-10-27,Google TPU,32.62,1070723018112.99
2002-05-11,Gaming,Quadro P2200,South America,2506.0,Gamers,Business,4.8,27201.78,22,Low,1.69,22.0,0.07,60.0,2009-10-30,AMD Radeon RX 6800,65.13,287634353.23
2019-01-25,Data Center,RTX 4090,Europe,1309.0,AI Researchers,Business,2.3,120693.05,24,High,2.27,87.0,0.25,90.0,2020-04-09,Google TPU,65.32,4256636689.39
1998-11-17,AI,RTX 3080,Middle East,4432.0,Cloud Providers,Business,1.3,151584.7,13,High,2.26,74.0,0.28,63.0,2014-07-25,AMD Radeon RX 6800,49.33,281305178.28
2017-05-28,Data Center,RTX 3080,APAC,1165.0,AI Researchers,Business,1.5,108462.02,15,Medium,3.32,43.0,0.22,54.0,2013-04-20,Google TPU,33.64,287865428.54
2016-02-05,Gaming,Tesla T4,South America,2232.0,Educational Institutions,Individual,2.0,196328.86,2,Low,4.05,17.0,0.24,86.0,2005-06-26,AMD Radeon RX 7900,38.77,291700406.98
2011-01-14,Gaming,Tesla V100,South America,4632.0,AI Researchers,Business,3.6,131036.76,12,Medium,3.06,78.0,0.19,88.0,2017-11-04,Google TPU,33.48,302375760.9
1995-12-15,OEM,Tesla T4,Middle East,2368.0,Cloud Providers,Business,1.6,84506.99,24,Low,1.11,15.0,0.17,84.0,1993-12-18,Google TPU,54.72,297044439.87
2022-03-30,AI,Tesla V100,Africa,3860.0,AI Researchers,Individual,3.1,161278.46,9,Medium,2.53,68.0,0.23,84.0,1997-05-12,AMD Radeon RX 7900,44.51,196103021729.54
1997-02-19,Data Center,Tesla V100,Africa,185.0,AI Researchers,Business,4.4,82650.63,7,Medium,1.7,17.0,0.13,75.0,1998-12-28,Intel Xeon,50.72,288529441.04
2010-12-11,OEM,Tesla V100,Africa,3601.0,Gamers,Business,2.3,38295.82,0,High,0.9,64.0,0.08,83.0,2006-08-24,AMD Radeon RX 7900,39.55,312884783.16
2017-12-11,OEM,Quadro P2200,Middle East,4809.0,AI Researchers,Business,2.8,52025.38,14,Low,3.32,25.0,0.28,76.0,2007-04-14,AMD Radeon RX 6800,35.48,301414095.09
2009-12-08,Data Center,Tesla V100,Europe,3975.0,Educational Institutions,Business,3.5,169065.64,21,Medium,2.37,51.0,0.27,51.0,2020-04-07,Google TPU,58.57,314443595.99
2008-02-27,AI,Quadro P2200,Africa,281.0,AI Researchers,Business,1.8,93079.8,18,High,2.69,59.0,0.24,54.0,2007-11-13,AMD Radeon RX 6800,55.37,313445396.7
1995-11-10,Gaming,Quadro P2200,North America,219.0,Cloud Providers,Individual,4.4,19360.63,9,Medium,1.27,52.0,0.1,75.0,2023-01-17,AMD Radeon RX 6800,65.08,290504205.17
2011-10-16,Gaming,RTX 4090,South America,4824.0,Cloud Providers,Business,3.5,76022.13,23,Low,0.63,86.0,0.17,64.0,2014-09-15,Intel Xeon,31.36,310422854.49
1994-02-06,AI,Tesla T4,Middle East,3230.0,Gamers,Business,2.6,93390.48,17,Medium,1.64,18.0,0.22,61.0,1993-06-24,Google TPU,49.33,1289098730.32
1994-09-06,OEM,RTX 4090,South America,1401.0,AI Researchers,Business,4.3,127008.67,14,Low,0.57,52.0,0.2,50.0,2002-07-04,Intel Xeon,49.6,1478268021.51
2023-05-30,Data Center,RTX 3080,North America,265.0,AI Researchers,Business,3.1,35795.89,4,High,2.24,32.0,0.15,88.0,2016-08-28,Intel Xeon,40.36,342844205501.99
2005-10-28,Gaming,RTX 4090,North America,2033.0,Educational Institutions,Individual,1.9,151521.4,17,Low,1.86,36.0,0.17,73.0,2006-09-12,Intel Xeon,39.77,288358785.26
2019-08-21,Gaming,RTX 3080,Middle East,1571.0,AI Researchers,Business,3.7,22789.03,22,Low,0.31,14.0,0.25,60.0,1997-07-20,Intel Xeon,49.06,4875326870.55
2013-07-27,Data Center,Tesla T4,South America,679.0,Cloud Providers,Individual,1.5,165706.98,25,High,0.15,51.0,0.18,90.0,2022-02-01,AMD Radeon RX 6800,44.44,292407439.7
2005-10-12,Gaming,Tesla T4,Europe,4429.0,Cloud Providers,Individual,2.1,26462.15,20,Low,4.38,80.0,0.17,70.0,2005-06-06,AMD Radeon RX 7900,32.88,288799410.12
2007-11-11,AI,Quadro P2200,North America,4857.0,Gamers,Business,3.7,27894.48,18,Low,0.25,75.0,0.06,85.0,2007-04-26,AMD Radeon RX 6800,60.39,313556413.57
2000-06-26,OEM,Tesla V100,Africa,1493.0,Cloud Providers,Individual,4.2,71205.31,10,High,2.86,27.0,0.21,67.0,2019-11-21,AMD Radeon RX 6800,39.15,304013982.14
1993-07-09,Gaming,Tesla V100,Europe,800.0,Cloud Providers,Individual,3.6,139495.63,25,Medium,3.53,66.0,0.2,63.0,2020-07-12,Google TPU,33.39,1504565984.63
2002-10-16,Data Center,Tesla T4,Middle East,212.0,AI Researchers,Business,1.3,63251.9,15,Medium,3.88,25.0,0.12,58.0,2021-02-26,AMD Radeon RX 6800,62.32,306917858.36
2014-03-21,OEM,Quadro P2200,South America,596.0,AI Researchers,Individual,2.3,111885.01,6,High,0.91,81.0,0.25,90.0,2019-12-17,Intel Xeon,43.76,300375326.02
2024-08-26,OEM,Tesla T4,Middle East,2967.0,AI Researchers,Business,3.4,85046.83,24,Medium,0.19,56.0,0.14,88.0,2006-12-22,AMD Radeon RX 6800,53.12,991272112604.05
1996-07-18,Gaming,RTX 3080,North America,3997.0,AI Researchers,Individual,2.9,54695.46,3,High,0.67,70.0,0.14,85.0,1996-03-09,AMD Radeon RX 6800,55.74,313530322.75
2020-10-06,AI,Tesla T4,APAC,424.0,Gamers,Individual,2.3,68091.78,23,Low,4.53,82.0,0.17,54.0,2007-03-13,AMD Radeon RX 7900,46.54,1883879727.85
2022-03-12,OEM,Quadro P2200,APAC,2875.0,AI Researchers,Business,2.0,65657.72,5,Medium,0.19,47.0,0.29,57.0,2005-02-28,Google TPU,55.79,193435996652.27
1994-08-18,Gaming,Tesla V100,Middle East,1609.0,AI Researchers,Individual,4.4,158775.0,15,Medium,3.9,23.0,0.28,68.0,1996-06-05,AMD Radeon RX 7900,49.2,1887132479.67
2012-04-11,AI,RTX 4090,North America,320.0,Cloud Providers,Business,2.1,122960.28,17,Medium,3.34,72.0,0.13,88.0,2023-08-16,Google TPU,47.13,296700503.73
2008-05-19,AI,RTX 4090,Africa,3752.0,Cloud Providers,Individual,1.7,111011.97,6,High,4.74,89.0,0.17,77.0,2012-04-04,AMD Radeon RX 7900,46.85,293431448.02
2012-01-07,OEM,Quadro P2200,APAC,4164.0,Cloud Providers,Individual,1.0,118897.19,19,High,1.7,65.0,0.28,76.0,1998-06-28,Google TPU,56.94,296100397.08
1993-12-15,AI,RTX 4090,South America,1048.0,Gamers,Individual,3.9,111582.81,23,High,3.49,35.0,0.16,62.0,1994-04-24,Google TPU,43.05,1393941825.9
2002-10-30,Gaming,RTX 4090,South America,3867.0,Gamers,Business,3.0,25644.8,22,Low,1.64,72.0,0.19,82.0,2005-04-15,Intel Xeon,33.21,290783746.99
2001-10-10,Data Center,RTX 4090,APAC,848.0,Cloud Providers,Individual,4.3,73947.26,15,High,2.99,57.0,0.05,75.0,2019-11-13,AMD Radeon RX 6800,60.46,309282522.98
2014-05-22,Data Center,Tesla T4,Europe,1906.0,Cloud Providers,Individual,2.2,148081.51,1,High,1.44,50.0,0.17,87.0,2008-12-22,AMD Radeon RX 6800,32.38,314107328.6
2009-05-20,OEM,Tesla V100,South America,2151.0,Cloud Providers,Individual,2.3,11367.69,15,Medium,2.25,27.0,0.21,85.0,1996-04-01,Intel Xeon,43.08,290068216.55
1997-03-13,Data Center,RTX 4090,North America,3074.0,Cloud Providers,Individual,4.5,134813.82,13,Low,2.77,10.0,0.14,73.0,1993-10-01,Intel Xeon,40.36,294458067.88
2014-12-05,Gaming,RTX 4090,Africa,2809.0,AI Researchers,Business,1.7,11223.24,9,Low,2.6,76.0,0.14,53.0,2008-06-03,Google TPU,51.69,306125117.75
1997-02-23,Data Center,Tesla V100,APAC,3669.0,Educational Institutions,Business,4.1,48672.93,17,Medium,1.29,85.0,0.22,65.0,2000-04-22,Intel Xeon,65.78,307066664.88
2015-08-06,OEM,Tesla V100,APAC,3825.0,Gamers,Individual,2.1,138645.56,9,High,1.26,30.0,0.27,77.0,1999-10-26,Google TPU,61.89,289633359.53
2006-04-15,AI,Quadro P2200,South America,139.0,Gamers,Business,4.0,86050.79,16,Low,1.79,83.0,0.05,83.0,2007-01-21,Intel Xeon,64.88,282252611.47
2009-06-04,Data Center,Tesla T4,Middle East,2204.0,Gamers,Individual,1.7,131842.1,24,Medium,2.11,29.0,0.25,64.0,2008-07-31,AMD Radeon RX 6800,43.63,290310531.91
2005-11-01,Data Center,Tesla T4,Africa,1178.0,AI Researchers,Individual,1.7,166843.04,11,High,1.11,72.0,0.23,67.0,2004-07-18,AMD Radeon RX 7900,31.77,300783087.92
2012-07-19,Data Center,Tesla T4,APAC,2751.0,Cloud Providers,Business,4.6,134755.01,20,Low,4.77,44.0,0.17,87.0,2005-10-02,Intel Xeon,38.94,319771338.33
2013-11-29,AI,Tesla T4,South America,415.0,Cloud Providers,Individual,1.9,39864.26,2,Low,2.26,55.0,0.17,61.0,2010-12-01,Intel Xeon,36.69,287543886.33
2010-05-06,AI,RTX 4090,North America,4838.0,Cloud Providers,Individual,2.2,160321.22,12,Medium,3.16,26.0,0.22,53.0,2009-07-20,Google TPU,66.76,311341240.49
2011-01-31,OEM,RTX 4090,North America,919.0,Cloud Providers,Business,1.4,138163.36,18,Low,4.27,30.0,0.3,89.0,2020-03-13,AMD Radeon RX 7900,35.24,285605173.96
2000-05-29,AI,Tesla V100,Europe,761.0,Cloud Providers,Individual,3.6,188050.81,18,Low,0.46,68.0,0.3,70.0,2008-05-17,AMD Radeon RX 7900,44.81,308113649.57
2011-12-27,Gaming,RTX 4090,Middle East,3312.0,AI Researchers,Individual,1.8,95085.43,19,High,4.15,38.0,0.26,69.0,1999-01-03,AMD Radeon RX 6800,37.21,291075897.08
2009-04-16,OEM,Tesla V100,Middle East,851.0,AI Researchers,Business,2.1,131116.68,8,Low,4.9,52.0,0.29,57.0,2000-08-16,AMD Radeon RX 7900,63.71,296562676.92
1994-08-17,OEM,Tesla V100,North America,3301.0,Educational Institutions,Individual,2.9,171287.17,22,High,3.9,60.0,0.28,77.0,1997-07-08,Intel Xeon,56.53,1968248992.21
2009-01-29,Gaming,Tesla T4,Africa,4252.0,Gamers,Individual,1.7,68089.98,15,Medium,1.68,21.0,0.16,72.0,2015-04-23,AMD Radeon RX 7900,32.72,315376579.49
2002-08-28,Gaming,Quadro P2200,South America,4595.0,Cloud Providers,Individual,2.1,171797.21,1,High,1.46,11.0,0.23,68.0,1995-10-02,AMD Radeon RX 7900,42.45,313146979.36
2004-06-17,AI,Tesla V100,Middle East,2402.0,AI Researchers,Individual,1.1,106916.3,4,Medium,3.95,88.0,0.07,66.0,2011-07-07,AMD Radeon RX 7900,47.1,290810281.66
2009-08-27,Gaming,Tesla T4,Middle East,375.0,Cloud Providers,Business,1.4,125945.81,1,Low,0.52,74.0,0.11,89.0,2013-06-07,Intel Xeon,48.34,295647922.8
2011-03-27,Data Center,Tesla T4,Europe,741.0,Gamers,Individual,2.2,96712.0,5,Low,3.9,81.0,0.23,56.0,2006-12-27,Intel Xeon,44.49,308373417.45
2003-08-02,Data Center,RTX 3080,North America,2850.0,Cloud Providers,Business,2.9,126328.12,24,Medium,3.54,25.0,0.07,86.0,2013-12-28,Intel Xeon,38.21,311991478.2
2008-12-23,OEM,RTX 3080,Africa,2482.0,Cloud Providers,Individual,4.5,46760.53,19,Low,4.48,55.0,0.15,64.0,1997-06-08,Intel Xeon,64.42,307593606.15
2001-04-23,OEM,RTX 3080,Middle East,1448.0,Gamers,Individual,4.4,15620.36,16,High,3.01,70.0,0.28,69.0,2003-08-25,AMD Radeon RX 7900,61.93,302716362.0
2007-09-28,Data Center,Tesla V100,Africa,255.0,Educational Institutions,Individual,2.3,189015.65,11,High,2.61,59.0,0.1,78.0,2013-01-10,Google TPU,33.49,315094312.06
1995-10-29,OEM,RTX 4090,Middle East,610.0,AI Researchers,Business,2.5,193831.42,2,High,1.58,79.0,0.29,69.0,2012-10-13,AMD Radeon RX 6800,57.63,292705095.08
2003-04-17,Gaming,RTX 3080,South America,246.0,Gamers,Business,1.6,164190.44,9,Medium,4.68,24.0,0.2,84.0,2017-01-25,Intel Xeon,55.14,293191326.58
1994-11-25,OEM,Tesla T4,APAC,1194.0,Educational Institutions,Individual,3.2,38447.42,21,High,0.7,31.0,0.07,72.0,2004-08-25,Intel Xeon,34.15,1090212644.66
2009-07-04,Gaming,RTX 3080,Europe,1647.0,Gamers,Business,2.7,123943.6,22,Medium,4.56,29.0,0.16,60.0,2020-03-02,AMD Radeon RX 6800,67.1,315267378.92
2023-10-29,OEM,Tesla V100,South America,303.0,Cloud Providers,Business,1.2,80550.88,23,Low,3.54,39.0,0.15,85.0,2000-01-18,Google TPU,54.07,296416743432.51
2010-11-08,AI,RTX 4090,Middle East,2368.0,Gamers,Individual,3.8,64984.92,24,Medium,0.16,59.0,0.13,54.0,2007-04-14,Google TPU,55.07,283356237.83
2011-09-11,AI,Tesla V100,APAC,3394.0,Educational Institutions,Business,1.7,96745.66,14,High,1.56,32.0,0.25,68.0,2005-07-26,Intel Xeon,56.47,311719276.26
1998-06-04,OEM,Quadro P2200,APAC,2329.0,Gamers,Individual,4.0,55899.42,17,High,2.43,49.0,0.29,63.0,2009-02-12,AMD Radeon RX 6800,64.51,297430566.34
1996-07-19,AI,Quadro P2200,Africa,3472.0,Educational Institutions,Business,4.6,59100.22,2,Medium,2.7,83.0,0.12,72.0,2014-10-17,Google TPU,63.63,301086446.48
2013-07-15,AI,RTX 3080,Middle East,3217.0,Educational Institutions,Individual,3.5,49968.4,10,Low,2.19,87.0,0.12,72.0,2001-04-20,Intel Xeon,59.22,295295593.1
2008-06-18,OEM,RTX 4090,APAC,4799.0,Gamers,Business,1.2,175226.56,8,Low,3.68,14.0,0.26,64.0,2007-10-05,AMD Radeon RX 6800,62.49,298372958.45
2001-02-05,OEM,RTX 3080,APAC,239.0,Educational Institutions,Individual,3.9,160371.5,6,Medium,2.91,78.0,0.16,79.0,2000-06-13,AMD Radeon RX 6800,50.27,319320550.02
2012-03-26,Gaming,Tesla V100,Africa,1391.0,Cloud Providers,Business,2.5,142350.84,6,High,0.49,23.0,0.28,69.0,2023-02-05,Intel Xeon,62.94,294182192.63
2007-01-08,Gaming,RTX 3080,Middle East,2792.0,Gamers,Individual,3.5,148861.43,6,Medium,3.7,28.0,0.11,75.0,1993-05-27,AMD Radeon RX 6800,45.52,298245042.65
2021-01-10,OEM,RTX 3080,Middle East,1153.0,Gamers,Business,4.2,18448.92,22,Medium,3.71,71.0,0.23,85.0,2000-10-30,Intel Xeon,52.62,61918160906.15
2013-07-15,Gaming,RTX 3080,Africa,2671.0,Gamers,Individual,2.8,159713.32,9,High,3.13,88.0,0.21,59.0,2012-06-07,Intel Xeon,55.31,308143391.26
2003-10-06,Gaming,Tesla V100,North America,3180.0,Gamers,Individual,1.5,113894.4,4,Medium,0.88,45.0,0.23,85.0,1994-12-31,Google TPU,33.94,293962417.14
2019-10-05,AI,Quadro P2200,Africa,1432.0,AI Researchers,Business,2.6,164196.62,18,High,3.87,18.0,0.05,56.0,1993-07-13,Intel Xeon,69.95,6202329789.7
2008-10-06,AI,Tesla V100,Africa,2082.0,AI Researchers,Business,1.8,76739.36,17,Medium,4.08,90.0,0.29,88.0,1994-02-06,Google TPU,48.4,288169023.84
2003-07-14,Gaming,Quadro P2200,North America,3982.0,AI Researchers,Business,1.2,110971.31,25,Medium,0.41,23.0,0.15,56.0,2016-06-04,AMD Radeon RX 6800,53.97,318088511.27
2000-06-04,Gaming,Tesla V100,Europe,1028.0,AI Researchers,Individual,3.5,128170.07,17,Low,2.68,24.0,0.11,71.0,1993-12-21,AMD Radeon RX 7900,58.48,305890880.6
2006-07-31,OEM,RTX 3080,Middle East,160.0,AI Researchers,Business,1.7,30435.32,14,Low,2.45,55.0,0.18,82.0,2007-05-21,AMD Radeon RX 7900,54.95,307637943.25
2010-07-15,OEM,Tesla T4,Africa,3191.0,Educational Institutions,Individual,4.3,165428.4,17,Low,3.1,12.0,0.07,57.0,2015-05-27,AMD Radeon RX 6800,64.35,299665133.4
1996-06-25,OEM,Tesla T4,APAC,1538.0,AI Researchers,Individual,3.1,133591.57,6,High,2.77,14.0,0.25,65.0,2000-09-04,AMD Radeon RX 6800,65.67,284194112.58
2001-04-29,AI,Tesla T4,APAC,1139.0,Gamers,Individual,2.3,52875.77,5,Medium,2.8,78.0,0.27,52.0,2022-05-29,Intel Xeon,53.88,312090630.61
2018-05-13,AI,Quadro P2200,Europe,443.0,AI Researchers,Business,3.6,44667.21,6,Low,3.68,22.0,0.07,50.0,2006-09-08,Intel Xeon,38.36,1732732319.13
2008-04-06,Data Center,RTX 4090,Africa,4589.0,AI Researchers,Business,1.8,111983.74,24,Medium,0.93,46.0,0.16,81.0,2003-09-07,AMD Radeon RX 6800,63.56,304755640.77
2019-01-25,Data Center,RTX 4090,North America,4011.0,Educational Institutions,Business,4.0,34078.6,14,Low,3.71,79.0,0.25,67.0,2016-11-24,AMD Radeon RX 7900,35.91,8331044024.99
2003-02-28,Data Center,Quadro P2200,Africa,864.0,Educational Institutions,Individual,3.0,188829.52,12,Low,2.47,51.0,0.3,65.0,2017-03-05,Google TPU,55.68,283749526.48
2009-09-23,OEM,Tesla V100,Africa,3298.0,Cloud Providers,Business,2.6,70438.38,8,Medium,3.9,28.0,0.11,76.0,1993-09-29,Intel Xeon,33.25,301487513.61
2008-02-08,OEM,RTX 4090,Middle East,1290.0,AI Researchers,Individual,1.9,13786.36,15,Medium,3.46,26.0,0.07,72.0,1997-08-12,AMD Radeon RX 7900,55.41,311621264.59
2006-09-01,AI,Quadro P2200,Middle East,4877.0,AI Researchers,Individual,2.1,161376.98,5,High,1.09,65.0,0.13,52.0,2023-11-10,AMD Radeon RX 7900,48.12,306991619.85
2000-09-07,Gaming,RTX 4090,Middle East,1985.0,AI Researchers,Individual,3.0,116345.93,10,Medium,3.19,24.0,0.2,87.0,1994-09-26,AMD Radeon RX 6800,68.7,290214596.62
2015-08-01,AI,RTX 3080,North America,153.0,Gamers,Business,1.1,163168.87,10,High,1.89,36.0,0.19,83.0,2007-08-27,Google TPU,38.85,319681454.61
2013-02-14,AI,RTX 4090,South America,4473.0,AI Researchers,Business,1.9,49387.97,22,Low,0.42,16.0,0.07,64.0,2017-03-13,AMD Radeon RX 6800,30.64,296303830.71
2005-04-19,OEM,RTX 3080,South America,1179.0,Educational Institutions,Business,4.8,120293.03,10,Medium,3.28,81.0,0.22,68.0,2013-01-22,Intel Xeon,61.43,318399850.52
2024-04-16,AI,RTX 4090,South America,4243.0,AI Researchers,Business,2.0,132959.9,7,Medium,3.81,22.0,0.08,73.0,2023-06-23,AMD Radeon RX 6800,61.88,1050590015311.23
2007-10-29,OEM,RTX 4090,South America,4253.0,AI Researchers,Individual,3.9,89135.03,14,High,3.87,27.0,0.05,61.0,2009-11-29,AMD Radeon RX 7900,49.31,285843489.83
1993-07-29,Data Center,Tesla V100,North America,114.0,Cloud Providers,Individual,4.1,41421.21,3,Low,0.53,79.0,0.2,59.0,2015-07-21,Google TPU,69.8,1240787799.15
2010-08-30,Gaming,RTX 4090,Europe,4155.0,Educational Institutions,Business,2.3,52349.52,9,Low,4.25,14.0,0.12,53.0,2005-12-21,Google TPU,54.65,304112972.04
1995-04-03,AI,RTX 3080,Europe,2737.0,AI Researchers,Business,3.4,53386.54,12,High,3.94,62.0,0.2,54.0,1994-07-01,AMD Radeon RX 7900,33.63,310332625.99
2021-09-06,AI,Quadro P2200,South America,810.0,AI Researchers,Individual,2.6,50503.68,20,Low,1.35,67.0,0.1,65.0,1996-08-09,Intel Xeon,31.12,45142252425.86
2003-12-15,Data Center,RTX 4090,Europe,1688.0,Gamers,Individual,1.4,76445.67,11,Medium,1.75,83.0,0.17,50.0,2010-05-25,AMD Radeon RX 6800,63.3,312422199.24
2014-09-02,Gaming,RTX 4090,Middle East,4078.0,Cloud Providers,Business,2.6,164771.34,9,Low,0.17,29.0,0.15,74.0,1993-09-11,AMD Radeon RX 6800,63.14,282510247.04
2024-03-07,AI,RTX 3080,Middle East,678.0,Cloud Providers,Business,4.8,56757.77,16,Medium,2.52,64.0,0.1,67.0,2007-05-02,Intel Xeon,59.83,829713712223.27
2016-04-08,Data Center,Quadro P2200,Africa,953.0,Cloud Providers,Business,2.7,82079.32,16,High,3.5,82.0,0.09,90.0,2000-03-05,Intel Xeon,36.81,280122384.84
2010-04-05,Data Center,RTX 4090,APAC,278.0,Educational Institutions,Individual,1.8,72691.31,10,Medium,0.51,89.0,0.24,52.0,1997-06-04,Google TPU,33.24,288374598.62
2003-04-13,OEM,Tesla T4,North America,1356.0,Cloud Providers,Individual,1.9,182110.52,20,Low,2.5,13.0,0.14,58.0,2006-06-02,AMD Radeon RX 6800,35.74,307755465.45
2004-10-25,Data Center,Tesla V100,South America,4494.0,Educational Institutions,Individual,2.1,106476.3,12,High,0.9,16.0,0.2,70.0,1999-05-03,Intel Xeon,53.85,305791387.02
2024-08-10,AI,Tesla V100,North America,333.0,Educational Institutions,Individual,3.2,138005.83,18,Medium,1.0,81.0,0.29,76.0,1999-07-30,Google TPU,66.7,890643865314.01
2009-09-11,AI,Quadro P2200,APAC,2058.0,Gamers,Individual,3.6,146893.49,21,Medium,1.27,58.0,0.29,84.0,2014-01-17,AMD Radeon RX 7900,37.36,303184560.37
2011-08-16,Gaming,Quadro P2200,APAC,4324.0,Cloud Providers,Individual,3.9,39655.79,7,Medium,3.65,73.0,0.18,65.0,2022-01-20,AMD Radeon RX 6800,66.75,299109087.48
2002-03-10,Gaming,RTX 3080,South America,144.0,Gamers,Business,1.6,124762.9,8,Medium,4.57,40.0,0.27,64.0,1997-03-09,Intel Xeon,57.88,281569917.16
2012-10-29,Data Center,Tesla V100,South America,3655.0,AI Researchers,Individual,2.0,98995.26,2,Low,0.28,38.0,0.2,72.0,2009-09-20,AMD Radeon RX 7900,58.46,308866145.48
2012-06-09,OEM,Tesla V100,Middle East,1080.0,Gamers,Individual,1.0,70097.6,22,Low,2.24,33.0,0.08,59.0,2019-09-10,Intel Xeon,39.05,304188770.73
2009-12-22,Data Center,RTX 4090,Middle East,2264.0,Gamers,Individual,2.6,105143.34,0,Low,1.54,58.0,0.1,56.0,2015-11-09,AMD Radeon RX 6800,57.03,298372465.15
1999-09-28,Gaming,RTX 3080,South America,3647.0,Educational Institutions,Individual,3.4,36288.98,3,Medium,1.66,45.0,0.22,70.0,2008-04-13,Google TPU,45.69,282117022.85
2000-02-14,Gaming,RTX 4090,Europe,2981.0,Gamers,Business,3.0,166843.67,19,Medium,4.84,16.0,0.29,88.0,1993-10-12,AMD Radeon RX 6800,65.15,304942291.56
2006-08-31,Gaming,Tesla T4,Middle East,2422.0,AI Researchers,Individual,1.0,96874.42,5,Medium,1.63,15.0,0.22,78.0,2007-09-06,Google TPU,47.16,318909532.53
